EffectiveTime,FieldName,Region,Value
01-Jan-2024 00:00:00,SYSTEM_DEMAND,ROI,3460
01-Jan-2024 00:15:00,SYSTEM_DEMAND,ROI,3455
01-Jan-2024 00:30:00,SYSTEM_DEMAND,ROI,3416
01-Jan-2024 00:45:00,SYSTEM_DEMAND,ROI,3373
01-Jan-2024 01:00:00,SYSTEM_DEMAND,ROI,3334
01-Jan-2024 01:15:00,SYSTEM_DEMAND,ROI,3302
01-Jan-2024 01:30:00,SYSTEM_DEMAND,ROI,3257
01-Jan-2024 01:45:00,SYSTEM_DEMAND,ROI,3210
01-Jan-2024 02:00:00,SYSTEM_DEMAND,ROI,3181
01-Jan-2024 02:15:00,SYSTEM_DEMAND,ROI,3165
01-Jan-2024 02:30:00,SYSTEM_DEMAND,ROI,3150
01-Jan-2024 02:45:00,SYSTEM_DEMAND,ROI,3115
01-Jan-2024 03:00:00,SYSTEM_DEMAND,ROI,3080
01-Jan-2024 03:15:00,SYSTEM_DEMAND,ROI,3046
01-Jan-2024 03:30:00,SYSTEM_DEMAND,ROI,3021
01-Jan-2024 03:45:00,SYSTEM_DEMAND,ROI,2981
01-Jan-2024 04:00:00,SYSTEM_DEMAND,ROI,2959
01-Jan-2024 04:15:00,SYSTEM_DEMAND,ROI,2944
01-Jan-2024 04:30:00,SYSTEM_DEMAND,ROI,2924
01-Jan-2024 04:45:00,SYSTEM_DEMAND,ROI,2929
01-Jan-2024 05:00:00,SYSTEM_DEMAND,ROI,2923
01-Jan-2024 05:15:00,SYSTEM_DEMAND,ROI,2909
01-Jan-2024 05:30:00,SYSTEM_DEMAND,ROI,2912
01-Jan-2024 05:45:00,SYSTEM_DEMAND,ROI,2940
01-Jan-2024 06:00:00,SYSTEM_DEMAND,ROI,2950
01-Jan-2024 06:15:00,SYSTEM_DEMAND,ROI,2999
01-Jan-2024 06:30:00,SYSTEM_DEMAND,ROI,3012
01-Jan-2024 06:45:00,SYSTEM_DEMAND,ROI,3012
01-Jan-2024 07:00:00,SYSTEM_DEMAND,ROI,3042
01-Jan-2024 07:15:00,SYSTEM_DEMAND,ROI,3097
01-Jan-2024 07:30:00,SYSTEM_DEMAND,ROI,3111
01-Jan-2024 07:45:00,SYSTEM_DEMAND,ROI,3136
01-Jan-2024 08:00:00,SYSTEM_DEMAND,ROI,3129
01-Jan-2024 08:15:00,SYSTEM_DEMAND,ROI,3130
01-Jan-2024 08:30:00,SYSTEM_DEMAND,ROI,3138
01-Jan-2024 08:45:00,SYSTEM_DEMAND,ROI,3151
01-Jan-2024 09:00:00,SYSTEM_DEMAND,ROI,3209
01-Jan-2024 09:15:00,SYSTEM_DEMAND,ROI,3273
01-Jan-2024 09:30:00,SYSTEM_DEMAND,ROI,3326
01-Jan-2024 09:45:00,SYSTEM_DEMAND,ROI,3382
01-Jan-2024 10:00:00,SYSTEM_DEMAND,ROI,3444
01-Jan-2024 10:15:00,SYSTEM_DEMAND,ROI,3524
01-Jan-2024 10:30:00,SYSTEM_DEMAND,ROI,3580
01-Jan-2024 10:45:00,SYSTEM_DEMAND,ROI,3634
01-Jan-2024 11:00:00,SYSTEM_DEMAND,ROI,3687
01-Jan-2024 11:15:00,SYSTEM_DEMAND,ROI,3745
01-Jan-2024 11:30:00,SYSTEM_DEMAND,ROI,3791
01-Jan-2024 11:45:00,SYSTEM_DEMAND,ROI,3874
01-Jan-2024 12:00:00,SYSTEM_DEMAND,ROI,3929
01-Jan-2024 12:15:00,SYSTEM_DEMAND,ROI,3982
01-Jan-2024 12:30:00,SYSTEM_DEMAND,ROI,4037
01-Jan-2024 12:45:00,SYSTEM_DEMAND,ROI,4086
01-Jan-2024 13:00:00,SYSTEM_DEMAND,ROI,4114
01-Jan-2024 13:15:00,SYSTEM_DEMAND,ROI,4148
01-Jan-2024 13:30:00,SYSTEM_DEMAND,ROI,4156
01-Jan-2024 13:45:00,SYSTEM_DEMAND,ROI,4161
01-Jan-2024 14:00:00,SYSTEM_DEMAND,ROI,4180
01-Jan-2024 14:15:00,SYSTEM_DEMAND,ROI,4194
01-Jan-2024 14:30:00,SYSTEM_DEMAND,ROI,4192
01-Jan-2024 14:45:00,SYSTEM_DEMAND,ROI,4180
01-Jan-2024 15:00:00,SYSTEM_DEMAND,ROI,4183
01-Jan-2024 15:15:00,SYSTEM_DEMAND,ROI,4207
01-Jan-2024 15:30:00,SYSTEM_DEMAND,ROI,4211
01-Jan-2024 15:45:00,SYSTEM_DEMAND,ROI,4212
01-Jan-2024 16:00:00,SYSTEM_DEMAND,ROI,4248
01-Jan-2024 16:15:00,SYSTEM_DEMAND,ROI,4285
