EffectiveTime,FieldName,Region,Value
01-Jan-2017 00:00:00,SYSTEM_DEMAND,ROI,2922
01-Jan-2017 00:15:00,SYSTEM_DEMAND,ROI,2892
01-Jan-2017 00:30:00,SYSTEM_DEMAND,ROI,2858
01-Jan-2017 00:45:00,SYSTEM_DEMAND,ROI,2745
01-Jan-2017 01:00:00,SYSTEM_DEMAND,ROI,2711
01-Jan-2017 01:15:00,SYSTEM_DEMAND,ROI,2658
01-Jan-2017 01:30:00,SYSTEM_DEMAND,ROI,2606
01-Jan-2017 01:45:00,SYSTEM_DEMAND,ROI,2552
01-Jan-2017 02:00:00,SYSTEM_DEMAND,ROI,2542
01-Jan-2017 02:15:00,SYSTEM_DEMAND,ROI,2456
01-Jan-2017 02:30:00,SYSTEM_DEMAND,ROI,2434
01-Jan-2017 02:45:00,SYSTEM_DEMAND,ROI,2374
01-Jan-2017 03:00:00,SYSTEM_DEMAND,ROI,2363
01-Jan-2017 03:15:00,SYSTEM_DEMAND,ROI,2341
01-Jan-2017 03:30:00,SYSTEM_DEMAND,ROI,2277
01-Jan-2017 03:45:00,SYSTEM_DEMAND,ROI,2251
01-Jan-2017 04:00:00,SYSTEM_DEMAND,ROI,2233
01-Jan-2017 04:15:00,SYSTEM_DEMAND,ROI,2233
01-Jan-2017 04:30:00,SYSTEM_DEMAND,ROI,2210
01-Jan-2017 04:45:00,SYSTEM_DEMAND,ROI,2250
01-Jan-2017 05:00:00,SYSTEM_DEMAND,ROI,2181
01-Jan-2017 05:15:00,SYSTEM_DEMAND,ROI,2163
01-Jan-2017 05:30:00,SYSTEM_DEMAND,ROI,2164
01-Jan-2017 05:45:00,SYSTEM_DEMAND,ROI,2207
01-Jan-2017 06:00:00,SYSTEM_DEMAND,ROI,2191
01-Jan-2017 06:15:00,SYSTEM_DEMAND,ROI,2217
01-Jan-2017 06:30:00,SYSTEM_DEMAND,ROI,2216
01-Jan-2017 06:45:00,SYSTEM_DEMAND,ROI,2225
01-Jan-2017 07:00:00,SYSTEM_DEMAND,ROI,2226
01-Jan-2017 07:15:00,SYSTEM_DEMAND,ROI,2244
01-Jan-2017 07:30:00,SYSTEM_DEMAND,ROI,2282
01-Jan-2017 07:45:00,SYSTEM_DEMAND,ROI,2264
01-Jan-2017 08:00:00,SYSTEM_DEMAND,ROI,2286
01-Jan-2017 08:15:00,SYSTEM_DEMAND,ROI,2284
01-Jan-2017 08:30:00,SYSTEM_DEMAND,ROI,2246
01-Jan-2017 08:45:00,SYSTEM_DEMAND,ROI,2283
01-Jan-2017 09:00:00,SYSTEM_DEMAND,ROI,2316
01-Jan-2017 09:15:00,SYSTEM_DEMAND,ROI,2375
01-Jan-2017 09:30:00,SYSTEM_DEMAND,ROI,2443
01-Jan-2017 09:45:00,SYSTEM_DEMAND,ROI,2523
01-Jan-2017 10:00:00,SYSTEM_DEMAND,ROI,2606
01-Jan-2017 10:15:00,SYSTEM_DEMAND,ROI,2671
01-Jan-2017 10:30:00,SYSTEM_DEMAND,ROI,2733
01-Jan-2017 10:45:00,SYSTEM_DEMAND,ROI,2802
01-Jan-2017 11:00:00,SYSTEM_DEMAND,ROI,2875
01-Jan-2017 11:15:00,SYSTEM_DEMAND,ROI,2942
01-Jan-2017 11:30:00,SYSTEM_DEMAND,ROI,2982
01-Jan-2017 11:45:00,SYSTEM_DEMAND,ROI,2997
01-Jan-2017 12:00:00,SYSTEM_DEMAND,ROI,3044
01-Jan-2017 12:15:00,SYSTEM_DEMAND,ROI,3105
01-Jan-2017 12:30:00,SYSTEM_DEMAND,ROI,3156
01-Jan-2017 12:45:00,SYSTEM_DEMAND,ROI,3157
01-Jan-2017 13:00:00,SYSTEM_DEMAND,ROI,3166
01-Jan-2017 13:15:00,SYSTEM_DEMAND,ROI,3161
01-Jan-2017 13:30:00,SYSTEM_DEMAND,ROI,3154
01-Jan-2017 13:45:00,SYSTEM_DEMAND,ROI,3146
01-Jan-2017 14:00:00,SYSTEM_DEMAND,ROI,3111
01-Jan-2017 14:15:00,SYSTEM_DEMAND,ROI,3057
01-Jan-2017 14:30:00,SYSTEM_DEMAND,ROI,3078
01-Jan-2017 14:45:00,SYSTEM_DEMAND,ROI,3054
01-Jan-2017 15:00:00,SYSTEM_DEMAND,ROI,3036
01-Jan-2017 15:15:00,SYSTEM_DEMAND,ROI,3019
01-Jan-2017 15:30:00,SYSTEM_DEMAND,ROI,3044
01-Jan-2017 15:45:00,SYSTEM_DEMAND,ROI,3019
01-Jan-2017 16:00:00,SYSTEM_DEMAND,ROI,3068
01-Jan-2017 16:15:00,SYSTEM_DEMAND,ROI,3138
01-Jan-2017 16:30:00,SYSTEM_DEMAND,ROI,3235
01-Jan-2017 16:45:00,SYSTEM_DEMAND,ROI,3370
01-Jan-2017 17:00:00,SYSTEM_DEMAND,ROI,3459
01-Jan-2017 17:15:00,SYSTEM_DEMAND,ROI,3524
01-Jan-2017 17:30:00,SYSTEM_DEMAND,ROI,3574
01-Jan-2017 17:45:00,SYSTEM_DEMAND,ROI,3572
01-Jan-2017 18:00:00,SYSTEM_DEMAND,ROI,3550
01-Jan-2017 18:15:00,SYSTEM_DEMAND,ROI,3528
01-Jan-2017 18:30:00,SYSTEM_DEMAND,ROI,3502
01-Jan-2017 18:45:00,SYSTEM_DEMAND,ROI,3462
01-Jan-2017 19:00:00,SYSTEM_DEMAND,ROI,3453
01-Jan-2017 19:15:00,SYSTEM_DEMAND,ROI,3391
01-Jan-2017 19:30:00,SYSTEM_DEMAND,ROI,3332
01-Jan-2017 19:45:00,SYSTEM_DEMAND,ROI,3303
01-Jan-2017 20:00:00,SYSTEM_DEMAND,ROI,3290
01-Jan-2017 20:15:00,SYSTEM_DEMAND,ROI,3298
01-Jan-2017 20:30:00,SYSTEM_DEMAND,ROI,3223
01-Jan-2017 20:45:00,SYSTEM_DEMAND,ROI,3173
01-Jan-2017 21:00:00,SYSTEM_DEMAND,ROI,3147
01-Jan-2017 21:15:00,SYSTEM_DEMAND,ROI,3110
01-Jan-2017 21:30:00,SYSTEM_DEMAND,ROI,3064
01-Jan-2017 21:45:00,SYSTEM_DEMAND,ROI,3002
01-Jan-2017 22:00:00,SYSTEM_DEMAND,ROI,2958
01-Jan-2017 22:15:00,SYSTEM_DEMAND,ROI,2939
01-Jan-2017 22:30:00,SYSTEM_DEMAND,ROI,2874
01-Jan-2017 22:45:00,SYSTEM_DEMAND,ROI,2886
01-Jan-2017 23:00:00,SYSTEM_DEMAND,ROI,2910
01-Jan-2017 23:15:00,SYSTEM_DEMAND,ROI,2982
01-Jan-2017 23:30:00,SYSTEM_DEMAND,ROI,2910
01-Jan-2017 23:45:00,SYSTEM_DEMAND,ROI,2889
02-Jan-2017 00:00:00,SYSTEM_DEMAND,ROI,2838
02-Jan-2017 00:15:00,SYSTEM_DEMAND,ROI,2776
02-Jan-2017 00:30:00,SYSTEM_DEMAND,ROI,2712
02-Jan-2017 00:45:00,SYSTEM_DEMAND,ROI,2660
02-Jan-2017 01:00:00,SYSTEM_DEMAND,ROI,2626
02-Jan-2017 01:15:00,SYSTEM_DEMAND,ROI,2566
02-Jan-2017 01:30:00,SYSTEM_DEMAND,ROI,2511
02-Jan-2017 01:45:00,SYSTEM_DEMAND,ROI,2454
02-Jan-2017 02:00:00,SYSTEM_DEMAND,ROI,2422
02-Jan-2017 02:15:00,SYSTEM_DEMAND,ROI,2407
02-Jan-2017 02:30:00,SYSTEM_DEMAND,ROI,2384
02-Jan-2017 02:45:00,SYSTEM_DEMAND,ROI,2334
02-Jan-2017 03:00:00,SYSTEM_DEMAND,ROI,2334
02-Jan-2017 03:15:00,SYSTEM_DEMAND,ROI,2303
02-Jan-2017 03:30:00,SYSTEM_DEMAND,ROI,2294
02-Jan-2017 03:45:00,SYSTEM_DEMAND,ROI,2285
02-Jan-2017 04:00:00,SYSTEM_DEMAND,ROI,2280
02-Jan-2017 04:15:00,SYSTEM_DEMAND,ROI,2268
02-Jan-2017 04:30:00,SYSTEM_DEMAND,ROI,2257
02-Jan-2017 04:45:00,SYSTEM_DEMAND,ROI,2254
02-Jan-2017 05:00:00,SYSTEM_DEMAND,ROI,2230
02-Jan-2017 05:15:00,SYSTEM_DEMAND,ROI,2239
02-Jan-2017 05:30:00,SYSTEM_DEMAND,ROI,2242
02-Jan-2017 05:45:00,SYSTEM_DEMAND,ROI,2270
02-Jan-2017 06:00:00,SYSTEM_DEMAND,ROI,2289
02-Jan-2017 06:15:00,SYSTEM_DEMAND,ROI,2348
02-Jan-2017 06:30:00,SYSTEM_DEMAND,ROI,2368
02-Jan-2017 06:45:00,SYSTEM_DEMAND,ROI,2387
02-Jan-2017 07:00:00,SYSTEM_DEMAND,ROI,2401
02-Jan-2017 07:15:00,SYSTEM_DEMAND,ROI,2437
02-Jan-2017 07:30:00,SYSTEM_DEMAND,ROI,2462
02-Jan-2017 07:45:00,SYSTEM_DEMAND,ROI,2475
02-Jan-2017 08:00:00,SYSTEM_DEMAND,ROI,2517
02-Jan-2017 08:15:00,SYSTEM_DEMAND,ROI,2532
02-Jan-2017 08:30:00,SYSTEM_DEMAND,ROI,2493
02-Jan-2017 08:45:00,SYSTEM_DEMAND,ROI,2537
02-Jan-2017 09:00:00,SYSTEM_DEMAND,ROI,2587
02-Jan-2017 09:15:00,SYSTEM_DEMAND,ROI,2659
02-Jan-2017 09:30:00,SYSTEM_DEMAND,ROI,2735
02-Jan-2017 09:45:00,SYSTEM_DEMAND,ROI,2814
02-Jan-2017 10:00:00,SYSTEM_DEMAND,ROI,2884
02-Jan-2017 10:15:00,SYSTEM_DEMAND,ROI,2951
02-Jan-2017 10:30:00,SYSTEM_DEMAND,ROI,3014
02-Jan-2017 10:45:00,SYSTEM_DEMAND,ROI,3061
02-Jan-2017 11:00:00,SYSTEM_DEMAND,ROI,3100
02-Jan-2017 11:15:00,SYSTEM_DEMAND,ROI,3155
02-Jan-2017 11:30:00,SYSTEM_DEMAND,ROI,3188
02-Jan-2017 11:45:00,SYSTEM_DEMAND,ROI,3200
02-Jan-2017 12:00:00,SYSTEM_DEMAND,ROI,3243
02-Jan-2017 12:15:00,SYSTEM_DEMAND,ROI,3283
02-Jan-2017 12:30:00,SYSTEM_DEMAND,ROI,3307
02-Jan-2017 12:45:00,SYSTEM_DEMAND,ROI,3309
02-Jan-2017 13:00:00,SYSTEM_DEMAND,ROI,3307
02-Jan-2017 13:15:00,SYSTEM_DEMAND,ROI,3302
02-Jan-2017 13:30:00,SYSTEM_DEMAND,ROI,3299
02-Jan-2017 13:45:00,SYSTEM_DEMAND,ROI,3272
02-Jan-2017 14:00:00,SYSTEM_DEMAND,ROI,3269
02-Jan-2017 14:15:00,SYSTEM_DEMAND,ROI,3252
02-Jan-2017 14:30:00,SYSTEM_DEMAND,ROI,3240
02-Jan-2017 14:45:00,SYSTEM_DEMAND,ROI,3236
02-Jan-2017 15:00:00,SYSTEM_DEMAND,ROI,3230
02-Jan-2017 15:15:00,SYSTEM_DEMAND,ROI,3239
02-Jan-2017 15:30:00,SYSTEM_DEMAND,ROI,3242
02-Jan-2017 15:45:00,SYSTEM_DEMAND,ROI,3267
02-Jan-2017 16:00:00,SYSTEM_DEMAND,ROI,3308
02-Jan-2017 16:15:00,SYSTEM_DEMAND,ROI,3383
