EffectiveTime,FieldName,Region,Value
01-Jan-2015 00:00:00,SYSTEM_DEMAND,ROI,2903
01-Jan-2015 00:15:00,SYSTEM_DEMAND,ROI,2885
01-Jan-2015 00:30:00,SYSTEM_DEMAND,ROI,2832
01-Jan-2015 00:45:00,SYSTEM_DEMAND,ROI,2776
01-Jan-2015 01:00:00,SYSTEM_DEMAND,ROI,2726
01-Jan-2015 01:15:00,SYSTEM_DEMAND,ROI,2688
01-Jan-2015 01:30:00,SYSTEM_DEMAND,ROI,2630
01-Jan-2015 01:45:00,SYSTEM_DEMAND,ROI,2561
01-Jan-2015 02:00:00,SYSTEM_DEMAND,ROI,2488
01-Jan-2015 02:15:00,SYSTEM_DEMAND,ROI,2444
01-Jan-2015 02:30:00,SYSTEM_DEMAND,ROI,2377
01-Jan-2015 02:45:00,SYSTEM_DEMAND,ROI,2342
01-Jan-2015 03:00:00,SYSTEM_DEMAND,ROI,2312
01-Jan-2015 03:15:00,SYSTEM_DEMAND,ROI,2285
01-Jan-2015 03:30:00,SYSTEM_DEMAND,ROI,2240
01-Jan-2015 03:45:00,SYSTEM_DEMAND,ROI,2191
01-Jan-2015 04:00:00,SYSTEM_DEMAND,ROI,2167
01-Jan-2015 04:15:00,SYSTEM_DEMAND,ROI,2173
01-Jan-2015 04:30:00,SYSTEM_DEMAND,ROI,2180
01-Jan-2015 04:45:00,SYSTEM_DEMAND,ROI,2162
01-Jan-2015 05:00:00,SYSTEM_DEMAND,ROI,2140
01-Jan-2015 05:15:00,SYSTEM_DEMAND,ROI,2137
01-Jan-2015 05:30:00,SYSTEM_DEMAND,ROI,2132
01-Jan-2015 05:45:00,SYSTEM_DEMAND,ROI,2136
01-Jan-2015 06:00:00,SYSTEM_DEMAND,ROI,2155
01-Jan-2015 06:15:00,SYSTEM_DEMAND,ROI,2174
01-Jan-2015 06:30:00,SYSTEM_DEMAND,ROI,2178
01-Jan-2015 06:45:00,SYSTEM_DEMAND,ROI,2173
01-Jan-2015 07:00:00,SYSTEM_DEMAND,ROI,2198
01-Jan-2015 07:15:00,SYSTEM_DEMAND,ROI,2213
01-Jan-2015 07:30:00,SYSTEM_DEMAND,ROI,2232
01-Jan-2015 07:45:00,SYSTEM_DEMAND,ROI,2252
01-Jan-2015 08:00:00,SYSTEM_DEMAND,ROI,2246
01-Jan-2015 08:15:00,SYSTEM_DEMAND,ROI,2237
01-Jan-2015 08:30:00,SYSTEM_DEMAND,ROI,2229
01-Jan-2015 08:45:00,SYSTEM_DEMAND,ROI,2227
01-Jan-2015 09:00:00,SYSTEM_DEMAND,ROI,2256
01-Jan-2015 09:15:00,SYSTEM_DEMAND,ROI,2316
01-Jan-2015 09:30:00,SYSTEM_DEMAND,ROI,2367
01-Jan-2015 09:45:00,SYSTEM_DEMAND,ROI,2436
01-Jan-2015 10:00:00,SYSTEM_DEMAND,ROI,2508
01-Jan-2015 10:15:00,SYSTEM_DEMAND,ROI,2590
01-Jan-2015 10:30:00,SYSTEM_DEMAND,ROI,2664
01-Jan-2015 10:45:00,SYSTEM_DEMAND,ROI,2734
