EffectiveTime,FieldName,Region,Value
01-Jan-2019 00:00:00,SYSTEM_DEMAND,ROI,3004
01-Jan-2019 00:15:00,SYSTEM_DEMAND,ROI,2994
01-Jan-2019 00:30:00,SYSTEM_DEMAND,ROI,2955
01-Jan-2019 00:45:00,SYSTEM_DEMAND,ROI,2905
01-Jan-2019 01:00:00,SYSTEM_DEMAND,ROI,2877
01-Jan-2019 01:15:00,SYSTEM_DEMAND,ROI,2833
01-Jan-2019 01:30:00,SYSTEM_DEMAND,ROI,2769
01-Jan-2019 01:45:00,SYSTEM_DEMAND,ROI,2696
01-Jan-2019 02:00:00,SYSTEM_DEMAND,ROI,2631
01-Jan-2019 02:15:00,SYSTEM_DEMAND,ROI,2581
01-Jan-2019 02:30:00,SYSTEM_DEMAND,ROI,2559
01-Jan-2019 02:45:00,SYSTEM_DEMAND,ROI,2508
01-Jan-2019 03:00:00,SYSTEM_DEMAND,ROI,2480
01-Jan-2019 03:15:00,SYSTEM_DEMAND,ROI,2464
01-Jan-2019 03:30:00,SYSTEM_DEMAND,ROI,2433
01-Jan-2019 03:45:00,SYSTEM_DEMAND,ROI,2413
01-Jan-2019 04:00:00,SYSTEM_DEMAND,ROI,2402
01-Jan-2019 04:15:00,SYSTEM_DEMAND,ROI,2367
01-Jan-2019 04:30:00,SYSTEM_DEMAND,ROI,2350
01-Jan-2019 04:45:00,SYSTEM_DEMAND,ROI,2343
01-Jan-2019 05:00:00,SYSTEM_DEMAND,ROI,2332
01-Jan-2019 05:15:00,SYSTEM_DEMAND,ROI,2345
01-Jan-2019 05:30:00,SYSTEM_DEMAND,ROI,2336
01-Jan-2019 05:45:00,SYSTEM_DEMAND,ROI,2342
01-Jan-2019 06:00:00,SYSTEM_DEMAND,ROI,2355
01-Jan-2019 06:15:00,SYSTEM_DEMAND,ROI,2393
01-Jan-2019 06:30:00,SYSTEM_DEMAND,ROI,2396
01-Jan-2019 06:45:00,SYSTEM_DEMAND,ROI,2409
01-Jan-2019 07:00:00,SYSTEM_DEMAND,ROI,2427
01-Jan-2019 07:15:00,SYSTEM_DEMAND,ROI,2451
01-Jan-2019 07:30:00,SYSTEM_DEMAND,ROI,2453
01-Jan-2019 07:45:00,SYSTEM_DEMAND,ROI,2463
01-Jan-2019 08:00:00,SYSTEM_DEMAND,ROI,2465
01-Jan-2019 08:15:00,SYSTEM_DEMAND,ROI,2465
01-Jan-2019 08:30:00,SYSTEM_DEMAND,ROI,2470
01-Jan-2019 08:45:00,SYSTEM_DEMAND,ROI,2475
01-Jan-2019 09:00:00,SYSTEM_DEMAND,ROI,2516
01-Jan-2019 09:15:00,SYSTEM_DEMAND,ROI,2577
01-Jan-2019 09:30:00,SYSTEM_DEMAND,ROI,2633
01-Jan-2019 09:45:00,SYSTEM_DEMAND,ROI,2699
01-Jan-2019 10:00:00,SYSTEM_DEMAND,ROI,2761
01-Jan-2019 10:15:00,SYSTEM_DEMAND,ROI,2835
01-Jan-2019 10:30:00,SYSTEM_DEMAND,ROI,2898
01-Jan-2019 10:45:00,SYSTEM_DEMAND,ROI,2970
01-Jan-2019 11:00:00,SYSTEM_DEMAND,ROI,3035
01-Jan-2019 11:15:00,SYSTEM_DEMAND,ROI,3095
01-Jan-2019 11:30:00,SYSTEM_DEMAND,ROI,3151
01-Jan-2019 11:45:00,SYSTEM_DEMAND,ROI,3204
01-Jan-2019 12:00:00,SYSTEM_DEMAND,ROI,3264
01-Jan-2019 12:15:00,SYSTEM_DEMAND,ROI,3328
01-Jan-2019 12:30:00,SYSTEM_DEMAND,ROI,3360
01-Jan-2019 12:45:00,SYSTEM_DEMAND,ROI,3391
01-Jan-2019 13:00:00,SYSTEM_DEMAND,ROI,3425
01-Jan-2019 13:15:00,SYSTEM_DEMAND,ROI,3435
01-Jan-2019 13:30:00,SYSTEM_DEMAND,ROI,3427
01-Jan-2019 13:45:00,SYSTEM_DEMAND,ROI,3406
01-Jan-2019 14:00:00,SYSTEM_DEMAND,ROI,3387
01-Jan-2019 14:15:00,SYSTEM_DEMAND,ROI,3378
01-Jan-2019 14:30:00,SYSTEM_DEMAND,ROI,3368
01-Jan-2019 14:45:00,SYSTEM_DEMAND,ROI,3353
01-Jan-2019 15:00:00,SYSTEM_DEMAND,ROI,3354
01-Jan-2019 15:15:00,SYSTEM_DEMAND,ROI,3354
01-Jan-2019 15:30:00,SYSTEM_DEMAND,ROI,3347
01-Jan-2019 15:45:00,SYSTEM_DEMAND,ROI,3352
01-Jan-2019 16:00:00,SYSTEM_DEMAND,ROI,3387
01-Jan-2019 16:15:00,SYSTEM_DEMAND,ROI,3438
01-Jan-2019 16:30:00,SYSTEM_DEMAND,ROI,3516
01-Jan-2019 16:45:00,SYSTEM_DEMAND,ROI,3634
01-Jan-2019 17:00:00,SYSTEM_DEMAND,ROI,3720
01-Jan-2019 17:15:00,SYSTEM_DEMAND,ROI,3790
01-Jan-2019 17:30:00,SYSTEM_DEMAND,ROI,3828
01-Jan-2019 17:45:00,SYSTEM_DEMAND,ROI,3826
01-Jan-2019 18:00:00,SYSTEM_DEMAND,ROI,3803
