EffectiveTime,FieldName,Region,Value
01-Jan-2020 00:00:00,SYSTEM_DEMAND,ROI,3037
01-Jan-2020 00:15:00,SYSTEM_DEMAND,ROI,3021
01-Jan-2020 00:30:00,SYSTEM_DEMAND,ROI,2973
01-Jan-2020 00:45:00,SYSTEM_DEMAND,ROI,2931
01-Jan-2020 01:00:00,SYSTEM_DEMAND,ROI,2895
01-Jan-2020 01:15:00,SYSTEM_DEMAND,ROI,2842
01-Jan-2020 01:30:00,SYSTEM_DEMAND,ROI,2802
01-Jan-2020 01:45:00,SYSTEM_DEMAND,ROI,2750
01-Jan-2020 02:00:00,SYSTEM_DEMAND,ROI,2720
01-Jan-2020 02:15:00,SYSTEM_DEMAND,ROI,2676
01-Jan-2020 02:30:00,SYSTEM_DEMAND,ROI,2634
01-Jan-2020 02:45:00,SYSTEM_DEMAND,ROI,2583
01-Jan-2020 03:00:00,SYSTEM_DEMAND,ROI,2544
01-Jan-2020 03:15:00,SYSTEM_DEMAND,ROI,2518
01-Jan-2020 03:30:00,SYSTEM_DEMAND,ROI,2505
01-Jan-2020 03:45:00,SYSTEM_DEMAND,ROI,2492
01-Jan-2020 04:00:00,SYSTEM_DEMAND,ROI,2485
01-Jan-2020 04:15:00,SYSTEM_DEMAND,ROI,2474
01-Jan-2020 04:30:00,SYSTEM_DEMAND,ROI,2448
01-Jan-2020 04:45:00,SYSTEM_DEMAND,ROI,2413
01-Jan-2020 05:00:00,SYSTEM_DEMAND,ROI,2414
01-Jan-2020 05:15:00,SYSTEM_DEMAND,ROI,2416
01-Jan-2020 05:30:00,SYSTEM_DEMAND,ROI,2405
01-Jan-2020 05:45:00,SYSTEM_DEMAND,ROI,2402
01-Jan-2020 06:00:00,SYSTEM_DEMAND,ROI,2405
01-Jan-2020 06:15:00,SYSTEM_DEMAND,ROI,2438
01-Jan-2020 06:30:00,SYSTEM_DEMAND,ROI,2453
01-Jan-2020 06:45:00,SYSTEM_DEMAND,ROI,2463
01-Jan-2020 07:00:00,SYSTEM_DEMAND,ROI,2469
01-Jan-2020 07:15:00,SYSTEM_DEMAND,ROI,2489
01-Jan-2020 07:30:00,SYSTEM_DEMAND,ROI,2491
01-Jan-2020 07:45:00,SYSTEM_DEMAND,ROI,2510
01-Jan-2020 08:00:00,SYSTEM_DEMAND,ROI,2526
01-Jan-2020 08:15:00,SYSTEM_DEMAND,ROI,2513
01-Jan-2020 08:30:00,SYSTEM_DEMAND,ROI,2514
01-Jan-2020 08:45:00,SYSTEM_DEMAND,ROI,2529
01-Jan-2020 09:00:00,SYSTEM_DEMAND,ROI,2554
01-Jan-2020 09:15:00,SYSTEM_DEMAND,ROI,2603
01-Jan-2020 09:30:00,SYSTEM_DEMAND,ROI,2670
01-Jan-2020 09:45:00,SYSTEM_DEMAND,ROI,2722
01-Jan-2020 10:00:00,SYSTEM_DEMAND,ROI,2796
01-Jan-2020 10:15:00,SYSTEM_DEMAND,ROI,2875
01-Jan-2020 10:30:00,SYSTEM_DEMAND,ROI,2937
01-Jan-2020 10:45:00,SYSTEM_DEMAND,ROI,2997
01-Jan-2020 11:00:00,SYSTEM_DEMAND,ROI,3046
01-Jan-2020 11:15:00,SYSTEM_DEMAND,ROI,3119
01-Jan-2020 11:30:00,SYSTEM_DEMAND,ROI,3160
01-Jan-2020 11:45:00,SYSTEM_DEMAND,ROI,3209
01-Jan-2020 12:00:00,SYSTEM_DEMAND,ROI,3260
01-Jan-2020 12:15:00,SYSTEM_DEMAND,ROI,3288
01-Jan-2020 12:30:00,SYSTEM_DEMAND,ROI,3329
01-Jan-2020 12:45:00,SYSTEM_DEMAND,ROI,3360
01-Jan-2020 13:00:00,SYSTEM_DEMAND,ROI,3370
01-Jan-2020 13:15:00,SYSTEM_DEMAND,ROI,3373
