EffectiveTime,FieldName,Region,Value
01-Jan-2018 00:00:00,SYSTEM_DEMAND,ROI,3035
01-Jan-2018 00:15:00,SYSTEM_DEMAND,ROI,3048
01-Jan-2018 00:30:00,SYSTEM_DEMAND,ROI,2986
01-Jan-2018 00:45:00,SYSTEM_DEMAND,ROI,2935
01-Jan-2018 01:00:00,SYSTEM_DEMAND,ROI,2877
01-Jan-2018 01:15:00,SYSTEM_DEMAND,ROI,2845
01-Jan-2018 01:30:00,SYSTEM_DEMAND,ROI,2781
01-Jan-2018 01:45:00,SYSTEM_DEMAND,ROI,2723
01-Jan-2018 02:00:00,SYSTEM_DEMAND,ROI,2673
01-Jan-2018 02:15:00,SYSTEM_DEMAND,ROI,2642
01-Jan-2018 02:30:00,SYSTEM_DEMAND,ROI,2595
01-Jan-2018 02:45:00,SYSTEM_DEMAND,ROI,2565
01-Jan-2018 03:00:00,SYSTEM_DEMAND,ROI,2526
01-Jan-2018 03:15:00,SYSTEM_DEMAND,ROI,2494
01-Jan-2018 03:30:00,SYSTEM_DEMAND,ROI,2476
01-Jan-2018 03:45:00,SYSTEM_DEMAND,ROI,2446
01-Jan-2018 04:00:00,SYSTEM_DEMAND,ROI,2447
01-Jan-2018 04:15:00,SYSTEM_DEMAND,ROI,2459
01-Jan-2018 04:30:00,SYSTEM_DEMAND,ROI,2394
01-Jan-2018 04:45:00,SYSTEM_DEMAND,ROI,2375
01-Jan-2018 05:00:00,SYSTEM_DEMAND,ROI,2357
01-Jan-2018 05:15:00,SYSTEM_DEMAND,ROI,2380
01-Jan-2018 05:30:00,SYSTEM_DEMAND,ROI,2371
01-Jan-2018 05:45:00,SYSTEM_DEMAND,ROI,2368
01-Jan-2018 06:00:00,SYSTEM_DEMAND,ROI,2377
01-Jan-2018 06:15:00,SYSTEM_DEMAND,ROI,2420
01-Jan-2018 06:30:00,SYSTEM_DEMAND,ROI,2396
01-Jan-2018 06:45:00,SYSTEM_DEMAND,ROI,2417
01-Jan-2018 07:00:00,SYSTEM_DEMAND,ROI,2415
01-Jan-2018 07:15:00,SYSTEM_DEMAND,ROI,2419
01-Jan-2018 07:30:00,SYSTEM_DEMAND,ROI,2440
01-Jan-2018 07:45:00,SYSTEM_DEMAND,ROI,2449
01-Jan-2018 08:00:00,SYSTEM_DEMAND,ROI,2421
01-Jan-2018 08:15:00,SYSTEM_DEMAND,ROI,2446
01-Jan-2018 08:30:00,SYSTEM_DEMAND,ROI,2408
01-Jan-2018 08:45:00,SYSTEM_DEMAND,ROI,2437
01-Jan-2018 09:00:00,SYSTEM_DEMAND,ROI,2474
01-Jan-2018 09:15:00,SYSTEM_DEMAND,ROI,2551
01-Jan-2018 09:30:00,SYSTEM_DEMAND,ROI,2618
01-Jan-2018 09:45:00,SYSTEM_DEMAND,ROI,2697
01-Jan-2018 10:00:00,SYSTEM_DEMAND,ROI,2791
01-Jan-2018 10:15:00,SYSTEM_DEMAND,ROI,2895
01-Jan-2018 10:30:00,SYSTEM_DEMAND,ROI,2959
01-Jan-2018 10:45:00,SYSTEM_DEMAND,ROI,3052
01-Jan-2018 11:00:00,SYSTEM_DEMAND,ROI,3103
01-Jan-2018 11:15:00,SYSTEM_DEMAND,ROI,3162
01-Jan-2018 11:30:00,SYSTEM_DEMAND,ROI,3223
01-Jan-2018 11:45:00,SYSTEM_DEMAND,ROI,3271
01-Jan-2018 12:00:00,SYSTEM_DEMAND,ROI,3320
01-Jan-2018 12:15:00,SYSTEM_DEMAND,ROI,3368
01-Jan-2018 12:30:00,SYSTEM_DEMAND,ROI,3392
01-Jan-2018 12:45:00,SYSTEM_DEMAND,ROI,3426
01-Jan-2018 13:00:00,SYSTEM_DEMAND,ROI,3461
